Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NO,CO,,26,,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PT,CO,,10,4,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CA,CO,,,16,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,13,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CR,CO,,,5,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CY,CO,,,4,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,DE,CO,,20,33,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,HK,CO,,28,28,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,JP,CO,,,40,live,,T,W
2019,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NO,CO,,2,,live,,T,W
2019,III,Nasua narica,Mammalia,Carnivora,Procyonidae,Nasua,NL,NI,,6,,live,,,
2019,III,Nasua nasua,Mammalia,Carnivora,Procyonidae,Nasua,CN,GY,,,23,live,,T,W
2019,III,Nasua nasua,Mammalia,Carnivora,Procyonidae,Nasua,CN,GY,,13,,specimens,,T,W
2019,III,Potos flavus,Mammalia,Carnivora,Procyonidae,Potos,CN,GY,,,21,live,,T,W
2019,III,Potos flavus,Mammalia,Carnivora,Procyonidae,Potos,CN,GY,,24,,specimens,,T,W
2019,III,Potos flavus,Mammalia,Carnivora,Procyonidae,Potos,JP,GY,,18,16,live,,T,W
2019,III,Ramphastos dicolorus,Aves,Piciformes,Ramphastidae,Ramphastos,PT,BR,,2,,live,,P,C
2019,III,Isostichopus fuscus,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,HK,NI,,,173.9,specimens,kg,T,W
2019,N,Homalopsis buccata,Reptilia,Serpentes,Colubridae,Homalopsis,ES,BR,ID,222,,leather products (small),,T,W
2019,N,Ctenosaura quinquecarinata,Reptilia,Sauria,Iguanidae,Ctenosaura,GB,NI,,30,,live,,,
2019,N,Ctenosaura quinquecarinata,Reptilia,Sauria,Iguanidae,Ctenosaura,NL,NI,,67,,live,,,
2019,N,Selaginella lepidophylla,,Selaginellales,Selaginellaceae,Selaginella,DE,MX,,5000,,dried plants,kg,T,W
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,CO,,,100,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,CO,,,500,skins,,T,D
2020,I,Tremarctos ornatus,Mammalia,Carnivora,Ursidae,Tremarctos,GB,CO,,,1,specimens,,S,W
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AE,CO,CO,,32,leather products (small),,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,DE,CO,,,1000,skins,,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,GB,CO,CO,,133,leather products (small),,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,JP,CO,CO,,10,leather products (small),,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KR,CO,CO,,15,leather products (small),,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KR,CO,,,5645,skins,,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KW,CO,CO,,15,leather products (small),,T,C
2020,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,MX,CO,,,34103,skins,,T,C
2020,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,CO,VN,,2,leather products (small),,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TH,CO,,,200,live,,T,C
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,CO,ID,,8,leather products (small),,T,W
2020,III,Potamotrygon magdalenae,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,120,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CA,CO,,,12,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,IL,CO,,,4,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,4,live,,T,W
2020,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,4,live,,T,W
2020,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CN,CO,,,60,live,,T,W
